Connection Site,etys_sub_map,HOST TO,Project ID,Project No
Lochay GSP,0,SHET,a0l4L0000005ip2,PRO-000174
London Array 33/150kV Offshore Substations,CLEH4,OFTO,a0l4L0000005ipc,PRO-000201
Long Stratton 400kV,0,NGET,a0l4L0000005ivJ,PRO-002297
Longannet 275kV Substation,0,SPT,a0l4L0000005icy,PRO-001453
Lorg Wind Farm 132/32kV,0,SPT,a0l4L0000005iyn,PRO-002430
Lorg Wind Farm 132/32kV,0,SPT,a0l4L0000005ikX,PRO-000153
Lovedean 132KV Substation,LOVE1,NGET,a0l8e000000f4y0,PRO-003903
Lovedean 400kV Substation,LOVE4,NGET,a0l4L0000005iu2,PRO-002230
Lovedean 400kV Substation,LOVE4,NGET,a0l4L0000005iQJ,PRO-001261
Lovedean 400kV Substation,LOVE4,NGET,a0l4L0000005inX,PRO-000484-1
Lovedean 400kV Substation,LOVE4,NGET,a0l4L0000005inX,PRO-000484-2
Lovedean 400kV Substation,LOVE4,NGET,a0l4L0000005iPL,PRO-001855
Lovedean 400kV Substation,LOVE4,NGET,a0l4L000002yQZo,PRO-002553
Luichart GSP,0,SHET,a0l4L0000005ip3,PRO-000175
Lunanhead GSP,0,SHET,a0l4L0000005iPG,PRO-001849
Lyra 320/66kV Offshore Substation,0,SPT,a0l4L0000005izE,PRO-001496
M74 West Wind Farm 132kV,0,SPT,a0l4L0000005itx,PRO-002398
Mablethorpe 400kV Substation,MABL4,NGET,a0l8e0000010wPH,PRO-002583
Mablethorpe 400kV Substation,MABL4,NGET,a0l4L0000005iv9,PRO-002255
Mablethorpe 400kV Substation,MABL4,NGET,a0l4L0000005iw4,PRO-001979
Maentwrog GSP,0,NGET,a0l4L0000005iW1,PRO-000261
Mannington 400kV Substation,MANN4,NGET,a0l4L0000005iba,PRO-001092
Mannington 400kV Substation,MANN4,NGET,a0l4L0000005ibb,PRO-001091
Mannington 400kV Substation,MANN4,NGET,a0l4L0000005izW,PRO-000464
Marchwood 400kV Substation,MAWO4,NGET,a0l4L0000005iq2,PRO-000202
Marchwood 400kV Substation,MAWO4,NGET,a0l4L0000005iuw,PRO-002190
Margam GSP,MAGA2,NGET,a0l4L0000005ib4,PRO-002029
Mark Hill 275kV Substation,0,SPT,a0l4L0000005inY,PRO-000483
Mark Hill 275kV Substation,0,SPT,a0l4L0000005imd,PRO-000066
Mark Hill Substation 132kV,0,SPT,a0l8e0000010wU7,PRO-002632
Market Harborough 400kV Substation,MARH4,NGET,a0l8e000000TPSS,PRO-003429
Market Harborough 400kV Substation,MARH4,NGET,a0l8e0000010wTJ,PRO-002621
Market Harborough 400kV Substation,MARH4,NGET,a0l8e000000TPMd,PRO-003271
Market Harborough 400kV Substation,MARH4,NGET,a0l8e000000ViF4,PRO-004343
Market Harborough 400kV Substation,MARH4,NGET,a0l8e00000120NN,PRO-003623
Market Harborough 400kV Substation,MARH4,NGET,a0l8e000000eySr,PRO-003759
Marston Vale 400kV Substation,MILL4,NGET,a0l8e000000f6OS,PRO-003981
Marston Vale 400kV Substation,MILL4,NGET,a0l8e0000010wdz,PRO-002740
Marston Vale 400kV Substation,MILL4,NGET,a0l4L0000005ilM,PRO-000373
Maybole 132/33KV Substation,0,SPT,a0l4L0000005iWW,PRO-000014
Maybole 132/33KV Substation,0,SPT,a0l4L0000005ioz,PRO-000170
Maybole GSP,0,SPT,a0l4L0000005iWM,PRO-000320
Meadowhead GSP,0,SPT,a0l4L0000005iRG,PRO-001308
Melksham 132kV Substation,MELK1,NGET,a0l4L0000005iwo,PRO-002452
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005iog,PRO-000495
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005iP1,PRO-001605
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005izl,PRO-000463-1
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005izl,PRO-000463-2
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005ikw,PRO-002441
Melksham 400kV Substation,MELK4,NGET,a0l8e000000TPCY,PRO-003193
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005iTd,PRO-002004
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005iMF,PRO-002329
Melksham 400kV Substation,MELK4,NGET,a0l4L0000005iwK,PRO-002402
Melksham B 132KV Substation,MELK1,NGET,a0l8e0000011yrP,PRO-003552
Melvich GSP,0,SHET,a0l4L0000005iep,PRO-001688
Mid Wales West 132kV Substation,0,NGET,a0l4L0000005iVE,PRO-000090
Middle Muir 132/33KV Substation,0,SPT,a0l4L0000005ish,PRO-000321
Middlemuir Wind Farm Collector Substation,0,SPT,a0l4L0000005inZ,PRO-000482
Middleton 400KV Substation,MIDL4,NGET,a0l4L0000005j1Y,PRO-002305
Mill Hill 275kV Substation,MILH2,NGET,a0l4L0000005iw8,PRO-000493
Millennium GSP,0,SHET,a0l4L0000005ipA,PRO-000530
Milligansbush Battery Storage 132kV Substation,0,SPT,a0l8e000000TPSX,PRO-003430
Milton of Craigie GSP,0,SHET,a0l4L0000005iWw,PRO-002457
Minety 400kV Substation,MITY4,NGET,a0l4L0000005ixx,PRO-001626
Minety 400kV Substation,MITY4,NGET,a0l4L0000005ixg,PRO-001625
Minety 400kV Substation,MITY4,NGET,a0l4L0000005inP,PRO-000454
Minety 400kV Substation,MITY4,NGET,a0l4L0000005ixq,PRO-001637
Minety 400kV Substation,MITY4,NGET,a0l4L0000005ixz,PRO-001635
Minety 400kV Substation,MITY4,NGET,a0l4L0000005ixe,PRO-001631
Minety 400kV Substation,MITY4,NGET,a0l4L0000005ixf,PRO-001632
Minety 400kV Substation,MITY4,NGET,a0l4L0000005iyA,PRO-001852
Minety GSP,MITY1,NGET,a0l4L0000005inQ,PRO-000432
Moffat 400kV Substation,0,SPT,a0l8e0000012jJi,PRO-004654
Moffat GSP,0,SPT,a0l8e000000f5Xx,PRO-003932
Moffat GSP,0,SPT,a0l4L0000005irJ,PRO-000262
Monk Fryston 275kV Substation,MONF2,NGET,a0l4L000002yQZy,PRO-002555
Monk Fryston 275kV Substation,MONF2,NGET,a0l4L0000005iy0,PRO-001646
Monk Fryston 275kV Substation,MONF2,NGET,a0l4L0000005ixX,PRO-001619
Monk Fryston 275kV Substation,MONF2,NGET,a0l4L0000005ixy,PRO-001627
Monk Fryston 275kV Substation,MONF2,NGET,a0l4L0000005inc,PRO-000479
Monk Fryston 400kV Substation,MONF4,NGET,a0l4L0000005ikV,PRO-002159
Monk Fryston 400kV Substation,MONF4,NGET,a0l4L000002yQWa,PRO-002539
Monk Fryston 400kV Substation,MONF4,NGET,a0l4L0000005j1o,PRO-002482
Monquhill Wind Farm 132kV/33kV,0,SPT,a0l4L0000005ind,PRO-000478
Moray Firth 220/33kV Platform 1 & 2 Offshore Substation,0,SHET,a0l4L0000005ifS,PRO-001130-1
Moray Firth 220/33kV Platform 1 & 2 Offshore Substation,0,SHET,a0l4L0000005ifS,PRO-001130-2
Mossford GSP,0,SHET,a0l4L0000005ipQ,PRO-000176
Mossmoran 275kV Substation,0,SPT,a0l4L0000005itu,PRO-002395
Mossmoran 275kV Substation,0,SPT,a0l8e000000exgx,PRO-003738
Mossy Hill 132kV Substation,0,SHET,a0l4L0000005iwm,PRO-000461
Muaitheabhal 132/33kV Substation,0,SHET,a0l4L0000005iro,PRO-000272
Mybster 1 GSP,0,SHET,a0l4L0000005iVC,PRO-000087
Mybster 132/33kV Substation,0,SHET,a0l4L0000005iaJ,PRO-002024
Mybster 2 132/33kV Substation,0,SHET,a0l4L0000005iWr,PRO-000973
Mybster 3 132/33kV Substation,0,SHET,a0l8e000000TPNR,PRO-003280
Mybster 3 132/33kV Substation,0,SHET,a0l4L0000005iRQ,PRO-001904
Mybster 3 33kV Substation,0,SHET,a0l4L0000005iYG,PRO-001928
Mybster 3 33kV Substation,0,SHET,a0l4L0000005ilU,PRO-000018
Mybster 3 33kV Substation,0,SHET,a0l4L0000005ipW,PRO-000189
Nant 132kV Substation,0,SHET,a0l4L0000005ipR,PRO-000177
Nant Y Maen 132KV Substation,0,NGET,a0l4L0000005iv0,PRO-001158
Navenby 400kV Substation,BICF4,NGET,a0l8e000000f4nZ,PRO-003874
Navenby 400kV Substation,BICF4,NGET,a0l4L0000005iPH,PRO-001850-1
Navenby 400kV Substation,BICF4,NGET,a0l4L0000005iPH,PRO-001850-2
Navenby 400kV Substation,BICF4,NGET,a0l8e000000f4xR,PRO-003896
Navenby 400kV Substation,BICF4,NGET,a0l4L0000005iaD,PRO-002017
Navenby 400kV Substation,BICF4,NGET,a0l4L0000005ivB,PRO-002254
Navenby 400kV Substation,BICF4,NGET,a0l8e000000f40k,PRO-003815
Navenby 400kV Substation,BICF4,NGET,a0l8e000000f5Y8,PRO-003936
Navenby 400kV Substation,BICF4,NGET,a0l8e000000f57E,PRO-003915
Neart Na Gaoithe 220/66KV Offshore Substation,0,SPT,a0l4L0000005irp,PRO-000273
Necton 400kV Substation,NECT4,NGET,a0l8e000000ViFJ,PRO-004346
Necton 400kV Substation,NECT4,NGET,a0l4L0000005ioF,PRO-000132
Necton 400kV Substation,NECT4,NGET,a0l4L000002yQWk,PRO-002542
Necton 400kV Substation,NECT4,NGET,a0l4L000002yQb1,PRO-002562-1
Necton 400kV Substation,NECT4,NGET,a0l4L000002yQb1,PRO-002562-2
Necton 400kV Substation,NECT4,NGET,a0l4L0000005izT,PRO-000399-1
Necton 400kV Substation,NECT4,NGET,a0l4L0000005izT,PRO-000399-2
Necton 400kV Substation,NECT4,NGET,a0l4L0000005izX,PRO-000459
Necton 400kV Substation,NECT4,NGET,a0l4L0000005izd,PRO-000580-1
Necton 400kV Substation,NECT4,NGET,a0l4L0000005izd,PRO-000580-2
Necton 400kV Substation,NECT4,NGET,a0l8e000000TPQM,PRO-003402
Neilston 132kV Substation,0,SPT,a0l4L0000005iYh,PRO-001343-1
Neilston 132kV Substation,0,SPT,a0l4L0000005iYh,PRO-001343-2
Neilston 132kV Substation,0,SPT,a0l8e0000011zs8,PRO-003600
Neilston 400kV Substation,0,SPT,a0l4L0000005ias,PRO-001419
Neilston 400kV Substation,0,SPT,a0l4L0000005iah,PRO-001405
New Cummock 132/33kV Substation,0,SPT,a0l4L0000005ivb,PRO-001963
New Cumnock 132kV Substation,0,SPT,a0l4L0000005int,PRO-000475
New Cumnock 132kV Substation,0,SPT,a0l4L0000005inu,PRO-000474
New Cumnock 132kV Substation,0,SPT,a0l4L0000005ioJ,PRO-000137
New Cumnock 275/132kV Substation,0,SPT,a0l8e0000011xxP,PRO-003485
New Deer 2 132kV Substation,0,SHET,a0l8e0000010xRp,PRO-003063
New Deer 2 400kV Substation,NEDE4,SHET,a0l8e000000ewjH,PRO-003682
New Deer 2 400kV Substation,NEDE4,SHET,a0l4L0000005ido,PRO-002091
New Deer 2 400kV Substation,NEDE4,SHET,a0l4L0000005itd,PRO-002171
New Deer 2 400kV Substation,NEDE4,SHET,a0l4L0000005iPM,PRO-001856
New Deer 2 400kV Substation,NEDE4,SHET,a0l4L0000005ibm,PRO-001436
New Deer 2 400kV Substation,NEDE4,SHET,a0l8e0000010wh3,PRO-002775
New Deer 400kV Substation,NEDE4,SHET,a0l4L0000005idD,PRO-001469
New Deer 400kV Substation,NEDE4,SHET,a0l4L0000005ip7,PRO-000533
New Deer 400kV Substation,NEDE4,SHET,a0l4L0000005ixL,PRO-001987
New Deer 400kV Substation,NEDE4,SHET,a0l4L0000005ij3,PRO-001778
New Patford Bridge 400kV Substation,PAFB4,NGET,a0l8e000000ewvz,PRO-003686
New Patford Bridge 400kV Substation,PAFB4,NGET,a0l8e0000010we4,PRO-002741
Newarthill Energy Park 275kV Substation,0,SPT,a0l8e0000011zPX,PRO-003579
Newarthill Energy Park 275kV Substation,0,SPT,a0l4L0000005jAC,PRO-002532
Newchurch 400kV Substation,0,NGET,a0l4L0000005iZR,PRO-001986
Newchurch 400kV Substation,0,NGET,a0l8e000000exRu,PRO-003717
Newlands Hill 132/33kV,0,SPT,a0l4L000002yQY7,PRO-002549
Newton Stewart 132/33kV Substation,0,SPT,a0l4L0000005iWS,PRO-000008
Newton Stewart GSP,0,SPT,a0l4L0000005iRE,PRO-001310
Ninfield 400kV Substation,NINF4,NGET,a0l8e000000TPQq,PRO-003408
Ninfield 400kV Substation,NINF4,NGET,a0l4L0000005iMY,PRO-002163
Ninfield 400kV Substation,NINF4,NGET,a0l4L0000005ihh,PRO-001756-1
Ninfield 400kV Substation,NINF4,NGET,a0l4L0000005ihh,PRO-001756-2
Ninfield 400kV Substation,NINF4,NGET,a0l4L0000005ihh,PRO-001756-3
NLEI GSP,0,SPT,a0l4L0000005it0,PRO-000344
North Falls Offshore Platform Substation,0,NGET,a0l4L0000005izV,PRO-000451
North Lanrigg Substation,0,SPT,a0l8e0000010wXz,PRO-002671
NorthFleet 400kV Substation,NFLE4,NGET,a0l4L0000005itr,PRO-002322
Northfleet East 132kV,NFLE1,NGET,a0l4L0000005iTb,PRO-002000
Northfleet East 400kV Substation,NFLE4,NGET,a0l8e000000f42M,PRO-003834
Northfleet East 400kV Substation,NFLE4,NGET,a0l4L0000005ibC,PRO-002038
Norton 400kV Substation,NORT4,NGET,a0l4L0000005ixr,PRO-001651
Norton 400kV Substation,NORT4,NGET,a0l4L0000005ixs,PRO-001537
Norton 400kV Substation,NORT4,NGET,a0l4L0000005itM,PRO-002157
Norton 400kV Substation,NORT4,NGET,a0l4L0000005ixW,PRO-001437
Norton 400kV Substation,NORT4,NGET,a0l4L0000005iy8,PRO-001691
Norton East 400kV Substation,NORT4,NGET,a0l4L000002yQZU,PRO-002550
Norton East 400kV Substation,NORT4,NGET,a0l8e000000exlR,PRO-003741
Norton GSP,NORT1,NGET,a0l4L0000005iXm,PRO-001875
Norwich GSP,NORM1,NGET,a0l4L0000005icm,PRO-001076
Norwich GSP,NORM1,NGET,a0l4L0000005icl,PRO-001077
Norwich Main 132kV,NORM1,NGET,a0l4L0000005iVO,PRO-000124
Norwich Main 132kV,NORM1,NGET,a0l8e000000TPBL,PRO-003180
Norwich Main 400kV Substation,NORM4,NGET,a0l8e000000f5BY,PRO-003916
Norwich Main 400kV Substation,NORM4,NGET,a0l4L0000005iXN,PRO-002126
Norwich Main 400kV Substation,NORM4,NGET,a0l4L0000005itQ,PRO-002408
Norwich Main 400kV Substation,NORM4,NGET,a0l8e000000f4xH,PRO-003894
Norwich Main 400kV Substation,NORM4,NGET,a0l4L0000005icA,PRO-002068
Norwich Main 400kV Substation,NORM4,NGET,a0l4L0000005izY,PRO-000507-1
Norwich Main 400kV Substation,NORM4,NGET,a0l4L0000005izY,PRO-000507-2
Norwich Main 400kW Substation,NORM4,NGET,a0l4L0000005iix,PRO-001771
NPI A 275/66kV Offshore Substation,0,SHET,a0l4L0000005iNU,PRO-001628
NPI C 220/66KV OFFSHORE SUBSTATION,0,SHET,a0l4L0000005iNe,PRO-001642
Nursling 132kV Substation,NURS1,NGET,a0l8e000000f4xq,PRO-003901
Nursling 400kV Substation,NURS4,NGET,a0l8e000001HrCK,PRO-004190
Nursling 400kV Substation,NURS4,NGET,a0l4L0000005iwM,PRO-001051
Nursling GSP,NURS1,NGET,a0l8e000000f4xv,PRO-003902
Oakley 400kV Substation,0,NGET,a0l8e000000f414,PRO-003818
Ochill 132kV Substation,0,SPT,a0l4L0000005jAl,PRO-002536
Ocker Hill 275kV Substation,OCKH2,NGET,a0l4L0000005iuB,PRO-002213
Ocker Hill 275kV Substation,OCKH2,NGET,a0l4L0000005iw7,PRO-000462
Old Forest of Ae 33kV Substation,0,SPT,a0l4L0000005icn,PRO-001075
Oldbury 275kV Substation,OLDB2,NGET,a0l4L0000005ico,PRO-001074
Olivers Forest Wind Farm 132kV Substation,0,SPT,a0l8e0000010wVj,PRO-002648
Ormonde 33/132kV Offshore Substation,HEYS1,OFTO,a0l4L0000005iqF,PRO-000216
Orrin GSP,0,SHET,a0l4L0000005ipS,PRO-000178
Osbaldwick 400kV Substation,OSBA4,NGET,a0l4L0000005icg,PRO-001082
Osbaldwick 400kV Substation,OSBA4,NGET,a0l8e0000010wPC,PRO-002582
Ourack Wind Farm 132/33 kV Substation,0,SHET,a0l4L0000005izD,PRO-001490
Overhill WF 132kV Substation,0,SPT,a0l4L0000005inw,PRO-000472
Overton 400kV Substation,OVER2,NGET,a0l8e000000f69h,PRO-003958
Overton 400kV Substation,OVER2,NGET,a0l4L0000005iwq,PRO-002252
Overton 400kV Substation,OVER2,NGET,a0l4L0000005iuE,PRO-002175
OWF1 275/66kV Offshore Substation,0,SPT,a0l4L0000005iZs,PRO-001392
OWF-100 Substation,0,SHET,a0l4L0000005idG,PRO-001472
OWF3 275/66kV Offshore Substation,0,SHET,a0l4L0000005iai,PRO-001406-1
OWF3 275/66kV Offshore Substation,0,SHET,a0l4L0000005iai,PRO-001406-2
OWPL Windfarm Platform 220/66kV Offshore Substation,0,SHET,a0l4L0000005iqS,PRO-000568-1
OWPL Windfarm Platform 220/66kV Offshore Substation,0,SHET,a0l4L0000005iqS,PRO-000568-2
Oykel Wind Farm 132kV Substation,0,SHET,a0l8e0000010wbP,PRO-002711
Padiham 132kV Substation,PADI1,NGET,a0l4L0000005iRB,PRO-001313
Patford Bridge 400kV Substation,PAFB4,NGET,a0l8e000000f4Z5,PRO-003850
Patford Bridge 400kV Substation,PAFB4,NGET,a0l8e0000010wYi,PRO-002680
Patford Bridge 400kV Substation,PAFB4,NGET,a0l8e000001Hrhd,PRO-004213
Paxton Dal Energy Park 400kV Substation,0,SPT,a0l4L0000005j1D,PRO-002476
Pelham 400kV Substation,PELH4,NGET,a0l8e0000010wVK,PRO-002645
Pelham 400kV Substation,PELH4,NGET,a0l8e000000f7xs,PRO-004021
Pelham 400kV Substation,PELH4,NGET,a0l8e0000010wiV,PRO-002791
Pembroke 132kV Substation,PEMB1,NGET,a0l4L0000005inx,PRO-000471
Pembroke 132kV Substation,PEMB1,NGET,a0l4L0000005iok,PRO-000538
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005iZN,PRO-001981
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005iyS,PRO-002406
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005idP,PRO-001668
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005iyY,PRO-000337
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005ia1,PRO-002003
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005imA,PRO-000056
Pembroke 400kV Substation,PEMB4,NGET,a0l4L0000005iZl,PRO-001383
Pencloe 132/33kV Substation,0,SPT,a0l4L0000005isj,PRO-000323-1
Pencloe 132/33kV Substation,0,SPT,a0l4L0000005isj,PRO-000323-2
Penn 132kV Substation,PENN1,NGET,a0l4L0000005iyB,PRO-002354
Penn 132kV Substation,PENN1,NGET,a0l4L0000005its,PRO-002393
Penn 275kV Substation,PENN2,NGET,a0l8e0000010wa7,PRO-002696
Penninghame Substation,0,SPT,a0l8e0000010wm8,PRO-002830
Penrhos GSP,PERH1,NGET,a0l4L0000005iWN,PRO-000330-1
Penrhos GSP,PERH1,NGET,a0l4L0000005iWN,PRO-000330-2
Penrhos GSP,PERH1,NGET,a0l4L0000005ieU,PRO-001134-1
Penrhos GSP,PERH1,NGET,a0l4L0000005ieU,PRO-001134-2
Penrhos GSP,PERH1,NGET,a0l4L0000005ieU,PRO-001134-3
Penrhos GSP,PERH1,NGET,a0l4L0000005ieU,PRO-001134-4
Pentir 400kV Substation,PENT4,NGET,a0l4L0000005inG,PRO-000098
Pentir 400kV Substation,PENT4,NGET,a0l4L0000005ixK,PRO-001049
Pentir 400kV Substation,PENT4,NGET,a0l4L0000005il9,PRO-002345
Pentir GSP,PENT1,NGET,a0l4L0000005iVP,PRO-000123
Penwortham 400kV Substation,PEWO4,NGET,a0l8e000000ex1K,PRO-003698
Penwortham 400kV Substation,PEWO4,NGET,a0l4L0000005ibB,PRO-002037
Penwortham 400kV Substation,PEWO4,NGET,a0l4L0000005iuX,PRO-001804
Penwortham 400kV Substation,PEWO4,NGET,a0l4L0000005ier,PRO-001694-1
Penwortham 400kV Substation,PEWO4,NGET,a0l4L0000005ier,PRO-001694-2
Penwortham GSP,PENE1,NGET,a0l4L0000005iSQ,PRO-000914
Persley GSP,0,SHET,a0l4L000002yQXE,PRO-002546
Peterhead 275kV,0,SHET,a0l8e000001HrmF,PRO-004219
PETERHEAD 275KV SUBSTATION,0,SHET,a0l8e0000012hoo,PRO-004529
Peterhead 400/275/33kV Substation,0,SHET,a0l8e0000010wTi,PRO-002626
Peterhead 400kV Substation,PEHE4,NGET,a0l8e000000ez6z,PRO-003790
Peterhead Grange GSP,0,SHET,a0l4L0000005iXR,PRO-000350
Peterhead GSP,0,SHET,a0l4L0000005ikE,PRO-001790
Peterhead GSP,0,SHET,a0l4L0000005iev,PRO-001700
Peterhead GSP,0,SHET,a0l4L0000005imp,PRO-000082
Peterhead GSP,0,SHET,a0l4L0000005iZd,PRO-001999
Peterhead GSP,0,SHET,a0l4L0000005ifr,PRO-001512
Phoenix 1A 275/66kV Offshore Substation,0,NGET,a0l4L0000005izJ,PRO-001515
Phoenix 1B 275/66kV Offshore Substation,0,SPT,a0l4L0000005izK,PRO-001519
Pitlochry (Clunie Cascade Hydro Scheme),0,SHET,a0l4L0000005iVZ,PRO-000179
Pitsmoor GSP,PITS3,NGET,a0l8e000000ew2E,PRO-003642
Pitsmoor GSP,PITS3,NGET,a0l8e000000ew2O,PRO-003643
Platform EA One 220/66kV Offshore Substation,FRIS4,NGET,a0l4L0000005irM,PRO-000268
Pogbie 33KV Substation,0,SPT,a0l4L0000005irK,PRO-000263
Pont Abraham 400kV Substation,SWAN4,NGET,a0l8e000000ViJb,PRO-004348
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iRa,PRO-001920
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iRY,PRO-001918
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iUH,PRO-001564
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iQQ,PRO-001882
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iie,PRO-001563
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iP4,PRO-001609
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iUF,PRO-001556
Pont Abraham GSP,SWAN4,NGET,a0l4L0000005iP5,PRO-001610
Poppleton 275kV Substation,POPP2,NGET,a0l8e0000010wV5,PRO-002642
Port Ham 132kV Substation,PORH1,NGET,a0l4L0000005iVs,PRO-000243
Pyle 275kV Substation,PYLE2,NGET,a0l8e0000010wRw,PRO-002605
Pyworthy 400kV Substation,0,NGET,a0l8e000001HodQ,PRO-004089
Pyworthy 400kV Substation,0,NGET,a0l4L0000005iMI,PRO-002385
Quantans Hill 132kV,0,SPT,a0l4L0000005if2,PRO-001741
Quantans Hill 132kV,0,SPT,a0l4L0000005in1,PRO-000440
Quantans Hill 132kV,0,SPT,a0l4L0000005ij9,PRO-001789
Quantans Hill 132kV Substation,0,SPT,a0l4L0000005iOe,PRO-001247
Quoich GSP,0,SHET,a0l4L0000005iVa,PRO-000180
Race Bank 132kV Substation,WALP4,NGET,a0l4L0000005iqC,PRO-000213
Racebank Extension 220/66kV Offshore,WALP4,NGET,a0l4L0000005io0,PRO-000468
Rainhill GSP,RAIN1,NGET,a0l4L0000005ijx,PRO-001581-1
Rainhill GSP,RAIN1,NGET,a0l4L0000005ijx,PRO-001581-2
Rampion 33/132kV Offshore,BOLN4,NGET,a0l4L0000005iqo,PRO-000248
Rampion Offshore Wind Farm,BOLN4,NGET,a0l4L0000005io1,PRO-000467
Rannoch GSP,0,SHET,a0l8e0000012012,PRO-003605
Rassau 400kV Substation,RASS4,NGET,a0l4L0000005idk,PRO-002087
Ratcliffe GSP,RATS1,NGET,a0l4L0000005iut,PRO-001462
Ratcliffe GSP,RATS1,NGET,a0l4L0000005iVg,PRO-000196
Ratcliffe GSP,RATS1,NGET,a0l4L0000005iVh,PRO-000197
Ratcliffe-On-Soar 132kV Substation,RATS1,NGET,a0l8e0000011ymg,PRO-003546
Ratcliffe-On-Soar 132kV Substation,RATS1,NGET,a0l4L0000005iyv,PRO-001361-1
Ratcliffe-On-Soar 132kV Substation,RATS1,NGET,a0l4L0000005iyv,PRO-001361-2
Ratcliffe-On-Soar 132kV Substation,RATS1,NGET,a0l4L0000005iyv,PRO-001361-3
Ratcliffe-On-Soar 132kV Substation,RATS1,NGET,a0l8e0000010wch,PRO-002725
Ratcliffe-On-Soar 400kV Substation,RATS4,NGET,a0l4L0000005izS,PRO-000050
Ratcliffe-On-Soar 400kV Substation,RATS4,NGET,a0l4L0000005itN,PRO-002158-1
Ratcliffe-On-Soar 400kV Substation,RATS4,NGET,a0l4L0000005itN,PRO-002158-2
Ratcliffe-On-Soar 400kV Substation,RATS4,NGET,a0l4L0000005itN,PRO-002158-3
Rayleigh 400kV Substation,RAYL4,NGET,a0l8e000000f7CI,PRO-004004
Rayleigh 400kV Substation,RAYL4,NGET,a0l8e0000011yYU,PRO-003528
Rayleigh 400kV Substation,RAYL4,NGET,a0l4L0000005iub,PRO-002115
Rayleigh Main 132kV Substation,RAYM1,NGET,a0l4L0000005iXU,PRO-002261
Rayleigh Main 400kV Substation,RAYL4,NGET,a0l8e000001HomM,PRO-004095
Rayleigh Main 400kV Substation,RAYL4,NGET,a0l4L0000005io4,PRO-000460-1
Rayleigh Main 400kV Substation,RAYL4,NGET,a0l4L0000005io4,PRO-000460-2
Rayleigh Main 400kV Substation,RAYL4,NGET,a0l4L0000005io2,PRO-000466-1
Rayleigh Main 400kV Substation,RAYL4,NGET,a0l4L0000005io2,PRO-000466-2
Red John 275kV Switching Station,0,SHET,a0l4L0000005iqQ,PRO-000570
Red Moss GSP,0,SPT,a0l8e0000010wSf,PRO-002613
Redhouse 132/33kV Substation,0,SPT,a0l8e0000010wfC,PRO-002755
Redmoss GSP,0,SHET,a0l4L0000005iW4,PRO-000277
REVIEW - Bloch Energy Park,0,SPT,a0l4L0000005ivP,PRO-002447
REVIEW - New Dounreay,0,SHET,a0l4L0000005iis,PRO-001766
REVIEW - Ninfield 132kV/400kV,NINF4,NGET,a0l8e000001Hpew,PRO-004143
REVIEW - St Fergus,0,SHET,a0l4L0000005ivQ,PRO-002149
REVIEW - St Fergus Mobil,0,SHET,a0l4L0000005iyb,PRO-002119
REVIEW - Well Street Paisley 132kV,0,SPT,a0l4L0000005iWk,PRO-002414
Rhigos 400kV Substation,RHIG4,NGET,a0l8e0000010wdf,PRO-002736
Rhigos 400kV Substation,RHIG4,NGET,a0l4L0000005isP,PRO-000309
Rhigos 400kV Substation,RHIG4,NGET,a0l4L0000005iNc,PRO-001640
Rhigos 400kV Substation,RHIG4,NGET,a0l4L0000005iwN,PRO-000217
Rhigos 400kV Substation,RHIG4,NGET,a0l8e0000010wSu,PRO-002616
Rhigos 400kV Substation,RHIG4,NGET,a0l8e000000ViJl,PRO-004350
Rhigos 400kV Substation,RHIG4,NGET,a0l4L0000005iNd,PRO-001641
Rhigos GSP,RHIG4,NGET,a0l8e000000exSd,PRO-003726
Richborough 400kV Substation,RICH4,NGET,a0l4L0000005j01,PRO-001165
Richborough 400kV Substation,RICH4,NGET,a0l4L0000005j02,PRO-001164
Richborough 400kV Substation,RICH4,NGET,a0l4L0000005ihY,PRO-001745
Richborough 400kV Substation,RICH4,NGET,a0l4L000002yQaN,PRO-002560
Richborough 400kV Substation,RICH4,NGET,a0l4L0000005iYo,PRO-001953
Rivox 132/33kV,0,SPT,a0l4L0000005iYS,PRO-001944
Robin Rigg East 132/33kV Offshore Substation,HARK1,OFTO,a0l4L0000005ipa,PRO-000194
